  -9.0001144656363312        2.6344680524209160E-017   1.4496155591882026E-007   2.8992311183764052E-008                       NaN
  -8.9956121572493188        2.7460088871346137E-017   1.4799850991214092E-007   2.9599702062440689E-008   122625810.11633311     
  -8.9911098488623065        2.8622722529723053E-017   1.5109908828411830E-007   3.0219817816926074E-008   122625810.11633278     
  -8.9866075404752941        2.9834580973280768E-017   1.5426462396938013E-007   3.0852925034223212E-008   122625810.11633243     
  -8.9821052320882835        3.1097748331745222E-017   1.5749647782761070E-007   3.1499295886346593E-008   122625810.11633208     
  -8.9776029237012711        3.2414396974872684E-017   1.6079603922858676E-007   3.2159208247329402E-008   122625810.11633171     
  -8.9731006153142605        3.3786791248443591E-017   1.6416472664945756E-007   3.2832945812679653E-008   122625810.11633140     
  -8.9685983069272481        3.5217291368441484E-017   1.6760398828455506E-007   3.3520798221342250E-008   122625810.11633104     
  -8.9640959985402358        3.6708357480100703E-017   1.7111530266796226E-007   3.4223061180212769E-008   122625810.11633070     
  -8.9595936901532252        3.8262553888814868E-017   1.7470017930913604E-007   3.4940036591262090E-008   122625810.11633034     
  -8.9550913817662128        3.9882553470178208E-017   1.7836015934184668E-007   3.5672032681324372E-008   122625810.11633001     
  -8.9505890733792004        4.1571142266738774E-017   1.8209681618670137E-007   3.6419364134601847E-008   122625810.11632966     
  -8.9460867649921898        4.3331224279378492E-017   1.8591175622755883E-007   3.7182352227947811E-008   122625810.11632931     
  -8.9415844566051774        4.5165826461555937E-017   1.8980661950211512E-007   3.7961324968983863E-008   122625810.11632897     
  -8.9370821482181668        4.7078103924994822E-017   1.9378308040694534E-007   3.8756617237108339E-008   122625810.11632858     
  -8.9325798398311544        4.9071345365781736E-017   1.9784284841732788E-007   3.9568570927461224E-008   122625810.11632825     
  -8.9280775314441438        5.1148978720199894E-017   2.0198766882214922E-007   4.0397535097905206E-008   122625810.11632791     
  -8.9235752230571315        5.3314577060019042E-017   2.0621932347419256E-007   4.1243866119083474E-008   122625810.11632754     
  -8.9190729146701209        5.5571864737392339E-017   2.1053963155615730E-007   4.2107927827623719E-008   122625810.11632720     
  -8.9145706062831085        5.7924723789922574E-017   2.1495045036272735E-007   4.2990091682551857E-008   122625810.11632685     
  -8.9100682978960961        6.0377200616905442E-017   2.1945367609901015E-007   4.3890736924979924E-008   122625810.11632651     
  -8.9055659895090855        6.2933512938245405E-017   2.2405124469571635E-007   4.4810250741142118E-008   122625810.11632614     
  -8.9010636811220731        6.5598057048005776E-017   2.2874513264141811E-007   4.5749028428846525E-008   122625810.11632577     
  -8.8965613727350608        6.8375415375058791E-017   2.3353735783222875E-007   4.6707473567411150E-008   122625810.11632539     
  -8.8920590643480502        7.1270364363854153E-017   2.3842998043929747E-007   4.7685998191162955E-008   122625810.11632504     
  -8.8875567559610378        7.4287882688852186E-017   2.4342510379447866E-007   4.8685022966571805E-008   122625810.11632466     
  -8.8830544475740254        7.7433159816738743E-017   2.4852487529454057E-007   4.9704977373092328E-008   122625810.11632434     
  -8.8785521391870148        8.0711604931164925E-017   2.5373148732433255E-007   5.0746299887797403E-008   122625810.11632401     
  -8.8740498308000024        8.4128856235352130E-017   2.5904717819929294E-007   5.1809438173879901E-008   122625810.11632359     
  -8.8695475224129900        8.7690790648549859E-017   2.6447423312768634E-007   5.2894849273100197E-008   122625810.11632326     
  -8.8650452140259794        9.1403533913042162E-017   2.7001498519301599E-007   5.4002999802268772E-008   122625810.11632295     
  -8.8605429056389688        9.5273471129075533E-017   2.7567181635701814E-007   5.5134366153845185E-008   122625810.11632259     
  -8.8560405972519565        9.9307257735813519E-017   2.8144715848365193E-007   5.6289434700736151E-008   122625810.11632223     
  -8.8515382888649459        1.0351183095722561E-016   2.8734349438455889E-007   5.7468702005387574E-008   122625810.11632192     
  -8.8470359804779335        1.0789442173258470E-016   2.9336335888642573E-007   5.8672675033257191E-008   122625810.11632156     
  -8.8425336720909211        1.1246256715207666E-016   2.9950933992068961E-007   5.9901871370755769E-008   122625810.11632121     
  -8.8380313637039105        1.1722412341893436E-016   3.0578407963609125E-007   6.1156819447757817E-008   122625810.11632085     
  -8.8335290553168981        1.2218727936037680E-016   3.1219027553453669E-007   6.2438058764774102E-008   122625810.11632046     
  -8.8290267469298858        1.2736057051057280E-016   3.1873068163073560E-007   6.3746140124879390E-008   122625810.11632012     
  -8.8245244385428752        1.3275289378987828E-016   3.2540810963615353E-007   6.5081625870503055E-008   122625810.11631976     
  -8.8200221301558628        1.3837352280557918E-016   3.3222543016776885E-007   6.6445090125180583E-008   122625810.11631942     
  -8.8155198217688504        1.4423212380043539E-016   3.3918557398213194E-007   6.7837119040365562E-008   122625810.11631908     
  -8.8110175133818398        1.5033877227648727E-016   3.4629153323529889E-007   6.9258311047416534E-008   122625810.11631875     
  -8.8065152049948274        1.5670397032269878E-016   3.5354636276916142E-007   7.0709277114863160E-008   122625810.11631840     
  -8.8020128966078151        1.6333866467621658E-016   3.6095318142470334E-007   7.2190641011057614E-008   122625810.11631802     
  -8.7975105882208045        1.7025426554834392E-016   3.6851517338279148E-007   7.3703039572332967E-008   122625810.11631770     
  -8.7930082798337921        1.7746266624758913E-016   3.7623558953305750E-007   7.5247122976779632E-008   122625810.11631733     
  -8.7885059714467815        1.8497626363351254E-016   3.8411774887143349E-007   7.6823555023752750E-008   122625810.11631697     
  -8.7840036630597709        1.9280797943659053E-016   3.9216503992698995E-007   7.8433013419239850E-008   122625810.11631663     
  -8.7795013546727585        2.0097128248074315E-016   4.0038092221866653E-007   8.0076190067207217E-008   122625810.11631630     
  -8.7749990462857461        2.0948021184671671E-016   4.0876892774249627E-007   8.1753791367044881E-008   122625810.11631595     
